CENSUS_YEAR	GEO_CODE (POR)	GEO_LEVEL	GEO_NAME	GNR	DATA_QUALITY_FLAG	ALT_GEO_CODE	DIM: Employment income statistics (7)	Member ID: Employment income statistics (7)	Notes: Employment income statistics (7)	DIM: Work activity during the reference year (4)	Member ID: Work activity during the reference year (4)	Notes: Work activity during the reference year (4)	DIM: Age (6B)	Member ID: Age (6B)	Notes: Age (6B)	DIM: Sex (3)	Member ID: Sex (3)	Notes: Sex (3)	DIM: Occupation - National Occupational Classification (NOC) 2016 (691)	Member ID: Occupation - National Occupational Classification (NOC) 2016 (691)	Notes: Occupation - National Occupational Classification (NOC) 2016 (691)	Average Income - Female	Average Income - Male	Gap	Gap_Perc	City_rank_in_NOC	Num_Cities_for_NOC
2016	915	2	Kelowna	6	0	59915	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		0	71230	n/a	n/a	n/a	22
2016	521	2	Kingston	4.4	0	35521	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		0	83920	n/a	n/a	n/a	22
2016	541	2	Kitchener - Cambridge - Waterloo	4.4	0	35541	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		52924	73581	20657	0.280738234	16	22
2016	810	2	Lethbridge	6	0	48810	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		0	0	n/a	n/a	n/a	22
2016	555	2	London	4.3	0	35555	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		46105	69157	23052	0.333328513	18	22
2016	305	2	Moncton	4.5	0	13305	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		0	76505	n/a	n/a	n/a	22
2016	462	2	Montréal	3.7	20000	24462	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		60829	75008	14179	0.18903317	8	22
2016	532	2	Oshawa	4	0	35532	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		46418	91726	45308	0.493949371	22	22
2016	505	2	Ottawa - Gatineau	4	0	35505	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		69763	83007	13244	0.159552809	7	22
2016	529	2	Peterborough	4.5	0	35529	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		0	0	n/a	n/a	n/a	22
2016	421	2	Quebec	4.3	0	24421	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		54186	64397	10211	0.158563287	6	22
2016	705	2	Regina	5.5	0	47705	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		78680	90940	12260	0.134814163	5	22
2016	408	2	Saguenay	4.6	0	24408	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		0	53721	n/a	n/a	n/a	22
2016	310	2	Saint John	4.9	0	13310	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		63504	98287	34783	0.353892173	20	22
2016	725	2	Saskatoon	4.9	0	47725	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		60879	68028	7149	0.105089081	3	22
2016	433	2	Sherbrooke	4.2	0	24433	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		0	56289	n/a	n/a	n/a	22
2016	539	2	St. Catharines - Niagara	5.1	0	35539	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		67972	90047	22075	0.245149755	14	22
2016	1	2	St. John's	5.3	0	10001	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		68378	69840	1462	0.020933562	2	22
2016	595	2	Thunder Bay	5	0	35595	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		0	0	n/a	n/a	n/a	22
2016	535	2	Toronto	4.2	0	35535	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		67222	84820	17598	0.207474652	9	22
2016	442	2	Trois-Rivières	3.8	0	24442	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		0	54198	n/a	n/a	n/a	22
2016	933	2	Vancouver	5.7	1	59933	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		58456	76674	18218	0.23760336	13	22
2016	935	2	Victoria	4.9	20000	59935	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		54685	83026	28341	0.341350902	19	22
2016	559	2	Windsor	5	0	35559	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		66166	63200	-2966	-0.04693038	1	22
2016	602	2	Winnipeg	4	0	46602	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2172 Database analysts and data administrators	182		47792	74502	26710	0.358513865	21	22
2016	932	2	Abbotsford - Mission	5.3	0	59932	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	85687	n/a	n/a	n/a	17
2016	568	2	Barrie	4.1	0	35568	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	65770	n/a	n/a	n/a	17
2016	522	2	Belleville	4.8	0	35522	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	98025	n/a	n/a	n/a	17
2016	543	2	Brantford	5.3	20000	35543	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	76286	n/a	n/a	n/a	17
2016	825	2	Calgary	4.9	0	48825	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		79332	105413	26081	0.247417301	10	17
2016	1	0	Canada	5.1	20000	1	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		76107	91370	15263	0.167046076	9	17
2016	835	2	Edmonton	5.7	0	48835	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		53289	97766	44477	0.454933208	17	17
2016	580	2	Greater Sudbury	5.5	0	35580	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	0	n/a	n/a	n/a	17
2016	550	2	Guelph	3.9	0	35550	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	87860	n/a	n/a	n/a	17
2016	205	2	Halifax	4.7	0	12205	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		52378	74035	21657	0.292523806	13	17
2016	537	2	Hamilton	4.5	0	35537	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		54359	94141	39782	0.422578898	16	17
2016	915	2	Kelowna	6	0	59915	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	77820	n/a	n/a	n/a	17
2016	521	2	Kingston	4.4	0	35521	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	65038	n/a	n/a	n/a	17
2016	541	2	Kitchener - Cambridge - Waterloo	4.4	0	35541	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		74648	109344	34696	0.317310506	15	17
2016	810	2	Lethbridge	6	0	48810	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	0	n/a	n/a	n/a	17
2016	555	2	London	4.3	0	35555	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		53345	76584	23239	0.303444584	14	17
2016	305	2	Moncton	4.5	0	13305	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	79541	n/a	n/a	n/a	17
2016	462	2	Montréal	3.7	20000	24462	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		74997	83002	8005	0.096443459	4	17
2016	532	2	Oshawa	4	0	35532	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		81299	112850	31551	0.279583518	12	17
2016	505	2	Ottawa - Gatineau	4	0	35505	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		91599	106098	14499	0.136656676	7	17
2016	529	2	Peterborough	4.5	0	35529	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	77632	n/a	n/a	n/a	17
2016	421	2	Quebec	4.3	0	24421	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		81394	77412	-3982	-0.051439053	2	17
2016	705	2	Regina	5.5	0	47705	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	71904	n/a	n/a	n/a	17
2016	408	2	Saguenay	4.6	0	24408	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	65354	n/a	n/a	n/a	17
2016	310	2	Saint John	4.9	0	13310	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	88920	n/a	n/a	n/a	17
2016	725	2	Saskatoon	4.9	0	47725	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		59401	67343	7942	0.117933564	5	17
2016	433	2	Sherbrooke	4.2	0	24433	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	69431	n/a	n/a	n/a	17
2016	539	2	St. Catharines - Niagara	5.1	0	35539	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	89457	n/a	n/a	n/a	17
2016	1	2	St. John's	5.3	0	10001	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	99100	n/a	n/a	n/a	17
2016	595	2	Thunder Bay	5	0	35595	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	0	n/a	n/a	n/a	17
2016	535	2	Toronto	4.2	0	35535	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		74951	86248	11297	0.130982747	6	17
2016	442	2	Trois-Rivières	3.8	0	24442	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		0	0	n/a	n/a	n/a	17
2016	933	2	Vancouver	5.7	1	59933	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		70262	94711	24449	0.258143194	11	17
2016	935	2	Victoria	4.9	20000	59935	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		75449	89389	13940	0.1559476	8	17
2016	559	2	Windsor	5	0	35559	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		97548	90971	-6577	-0.072297765	1	17
2016	602	2	Winnipeg	4	0	46602	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2173 Software engineers and designers	183		68237	75209	6972	0.092701671	3	17
2016	932	2	Abbotsford - Mission	5.3	0	59932	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		0	54034	n/a	n/a	n/a	27
2016	568	2	Barrie	4.1	0	35568	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		0	62746	n/a	n/a	n/a	27
2016	522	2	Belleville	4.8	0	35522	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		0	54367	n/a	n/a	n/a	27
2016	543	2	Brantford	5.3	20000	35543	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		0	64161	n/a	n/a	n/a	27
2016	825	2	Calgary	4.9	0	48825	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		76052	88754	12702	0.143114677	22	27
2016	1	0	Canada	5.1	20000	1	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		63828	70455	6627	0.094060038	16	27
2016	835	2	Edmonton	5.7	0	48835	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		65437	73715	8278	0.112297361	17	27
2016	580	2	Greater Sudbury	5.5	0	35580	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		0	62067	n/a	n/a	n/a	27
2016	550	2	Guelph	3.9	0	35550	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		65601	71893	6292	0.087518952	14	27
2016	205	2	Halifax	4.7	0	12205	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		55556	60652	5096	0.084020313	12	27
2016	537	2	Hamilton	4.5	0	35537	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		68171	65705	-2466	-0.03753139	9	27
2016	915	2	Kelowna	6	0	59915	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		38436	65380	26944	0.412113796	27	27
2016	521	2	Kingston	4.4	0	35521	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		63285	58014	-5271	-0.090857379	4	27
2016	541	2	Kitchener - Cambridge - Waterloo	4.4	0	35541	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		63778	79205	15427	0.194773057	24	27
2016	810	2	Lethbridge	6	0	48810	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		0	57809	n/a	n/a	n/a	27
2016	555	2	London	4.3	0	35555	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		54866	63869	9003	0.140960403	21	27
2016	305	2	Moncton	4.5	0	13305	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		61652	60959	-693	-0.011368297	10	27
2016	462	2	Montréal	3.7	20000	24462	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		58539	66208	7669	0.115831924	19	27
2016	532	2	Oshawa	4	0	35532	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		69901	65692	-4209	-0.064071729	5	27
2016	505	2	Ottawa - Gatineau	4	0	35505	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		71600	81143	9543	0.117607187	20	27
2016	529	2	Peterborough	4.5	0	35529	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		0	55739	n/a	n/a	n/a	27
2016	421	2	Quebec	4.3	0	24421	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		51499	56235	4736	0.084218014	13	27
2016	705	2	Regina	5.5	0	47705	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		74572	71125	-3447	-0.048463972	8	27
2016	408	2	Saguenay	4.6	0	24408	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		0	47242	n/a	n/a	n/a	27
2016	310	2	Saint John	4.9	0	13310	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		47494	67043	19549	0.29158898	26	27
2016	725	2	Saskatoon	4.9	0	47725	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		64219	60432	-3787	-0.062665475	6	27
2016	433	2	Sherbrooke	4.2	0	24433	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		44888	40938	-3950	-0.096487371	3	27
2016	539	2	St. Catharines - Niagara	5.1	0	35539	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		64759	52175	-12584	-0.241188309	1	27
2016	1	2	St. John's	5.3	0	10001	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		54990	60380	5390	0.08926797	15	27
2016	595	2	Thunder Bay	5	0	35595	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		0	67006	n/a	n/a	n/a	27
2016	535	2	Toronto	4.2	0	35535	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		65405	73751	8346	0.113164567	18	27
2016	442	2	Trois-Rivières	3.8	0	24442	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		52513	56056	3543	0.063204652	11	27
2016	933	2	Vancouver	5.7	1	59933	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		61955	75407	13452	0.178391926	23	27
2016	935	2	Victoria	4.9	20000	59935	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		57685	77176	19491	0.252552607	25	27
2016	559	2	Windsor	5	0	35559	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		69965	66489	-3476	-0.052279324	7	27
2016	602	2	Winnipeg	4	0	46602	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2174 Computer programmers and interactive media developers	184		76472	65066	-11406	-0.175298927	2	27
2016	932	2	Abbotsford - Mission	5.3	0	59932	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	48165	n/a	n/a	n/a	21
2016	568	2	Barrie	4.1	0	35568	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	33278	n/a	n/a	n/a	21
2016	522	2	Belleville	4.8	0	35522	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	32673	n/a	n/a	n/a	21
2016	543	2	Brantford	5.3	20000	35543	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	0	n/a	n/a	n/a	21
2016	825	2	Calgary	4.9	0	48825	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		43458	53337	9879	0.185218516	16	21
2016	1	0	Canada	5.1	20000	1	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		37882	44420	6538	0.147185952	13	21
2016	835	2	Edmonton	5.7	0	48835	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		42050	47070	5020	0.106649671	10	21
2016	580	2	Greater Sudbury	5.5	0	35580	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	0	n/a	n/a	n/a	21
2016	550	2	Guelph	3.9	0	35550	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	39715	n/a	n/a	n/a	21
2016	205	2	Halifax	4.7	0	12205	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		38904	37833	-1071	-0.028308619	3	21
2016	537	2	Hamilton	4.5	0	35537	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		41048	39969	-1079	-0.026995922	4	21
2016	915	2	Kelowna	6	0	59915	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		20216	34557	14341	0.414995515	20	21
2016	521	2	Kingston	4.4	0	35521	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		41963	41366	-597	-0.014432142	7	21
2016	541	2	Kitchener - Cambridge - Waterloo	4.4	0	35541	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		46894	41837	-5057	-0.120873868	1	21
2016	810	2	Lethbridge	6	0	48810	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	0	n/a	n/a	n/a	21
2016	555	2	London	4.3	0	35555	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		39292	38667	-625	-0.016163654	6	21
2016	305	2	Moncton	4.5	0	13305	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	51137	n/a	n/a	n/a	21
2016	462	2	Montréal	3.7	20000	24462	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		33812	44057	10245	0.232539665	18	21
2016	532	2	Oshawa	4	0	35532	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		42771	49035	6264	0.127745488	11	21
2016	505	2	Ottawa - Gatineau	4	0	35505	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		52531	55447	2916	0.052590762	9	21
2016	529	2	Peterborough	4.5	0	35529	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	25004	n/a	n/a	n/a	21
2016	421	2	Quebec	4.3	0	24421	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		42545	41745	-800	-0.019163972	5	21
2016	705	2	Regina	5.5	0	47705	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		46879	61312	14433	0.235402531	19	21
2016	408	2	Saguenay	4.6	0	24408	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	18462	n/a	n/a	n/a	21
2016	310	2	Saint John	4.9	0	13310	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	0	n/a	n/a	n/a	21
2016	725	2	Saskatoon	4.9	0	47725	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		38163	44507	6344	0.142539376	12	21
2016	433	2	Sherbrooke	4.2	0	24433	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	30516	n/a	n/a	n/a	21
2016	539	2	St. Catharines - Niagara	5.1	0	35539	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		42075	38880	-3195	-0.082175926	2	21
2016	1	2	St. John's	5.3	0	10001	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	44826	n/a	n/a	n/a	21
2016	595	2	Thunder Bay	5	0	35595	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	25973	n/a	n/a	n/a	21
2016	535	2	Toronto	4.2	0	35535	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		39940	47849	7909	0.165290811	14	21
2016	442	2	Trois-Rivières	3.8	0	24442	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		0	30196	n/a	n/a	n/a	21
2016	933	2	Vancouver	5.7	1	59933	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		36094	44075	7981	0.181077708	15	21
2016	935	2	Victoria	4.9	20000	59935	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		30616	39167	8551	0.218321546	17	21
2016	559	2	Windsor	5	0	35559	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		20598	39435	18837	0.477672119	21	21
2016	602	2	Winnipeg	4	0	46602	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2175 Web designers and developers	185		40369	41389	1020	0.024644229	8	21
2016	932	2	Abbotsford - Mission	5.3	0	59932	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2241 Electrical and electronics engineering technologists and technicians	202		0	60552	n/a	n/a	n/a	22
2016	568	2	Barrie	4.1	0	35568	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2241 Electrical and electronics engineering technologists and technicians	202		0	70195	n/a	n/a	n/a	22
2016	522	2	Belleville	4.8	0	35522	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2241 Electrical and electronics engineering technologists and technicians	202		0	62280	n/a	n/a	n/a	22
2016	543	2	Brantford	5.3	20000	35543	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2241 Electrical and electronics engineering technologists and technicians	202		0	63817	n/a	n/a	n/a	22
2016	825	2	Calgary	4.9	0	48825	Average employment income ($)	4		Total - Work activity during the reference year	1	2	Total - Age	1		Female	3		2241 Electrical and electronics engineering technologists and technicians	202		56830	80377	23547	0.29295694	9	22
